Date,Label,HasPhishyKeywords,NumRecipients,GlobalURLRank,LocalURLFreq,RecipientLikelihood
2000-01-23 23:42:00,0,0,1,10000000,0,0.0
2000-01-24 00:29:00,0,0,1,10000000,1,0.0
2000-01-24 04:44:00,0,0,1,10000000,0,0.0
2000-01-24 04:50:00,0,0,6,10000000,1,0.5714285714285714
2000-01-24 09:29:00,0,0,1,10000000,2,1.0
2000-01-24 22:05:00,0,0,1,10000000,0,0.0
2000-01-25 00:58:00,0,0,1,10000000,1,1.0
2000-01-25 02:31:00,0,0,1,40106,0,0.0
2000-01-25 02:50:00,0,0,8,10000000,2,0.625
2000-01-25 02:53:00,0,0,1,40106,0,0.0
2000-01-25 04:47:00,0,0,1,10000000,0,0.0
2000-01-25 05:16:00,0,0,7,2802,4,0.7142857142857143
2000-01-25 05:25:00,0,0,10,2802,5,0.5
2000-01-25 06:02:00,0,0,1,10000000,2,1.0
2000-01-25 06:15:00,0,0,2,10000000,2,0.5
2000-01-26 10:02:00,0,0,1,10000000,1,0.0
2000-01-27 05:05:00,0,0,2,10000000,0,0.0
2000-01-27 06:17:00,0,0,1,40106,1,0.0
2000-01-27 06:21:00,0,0,1,22228,0,0.0
2000-01-27 09:09:00,0,0,1,10000000,0,1.0
2000-01-27 09:54:00,0,0,1,10318,0,0.0
2000-01-27 12:11:00,0,0,2,10000000,0,1.0
2000-01-28 03:19:00,0,0,1,10000000,0,0.0
2000-01-28 07:34:00,0,0,1,10318,1,0.2
2000-01-28 08:32:00,0,0,1,10000000,2,1.0
2000-01-28 11:10:00,0,0,1,145,0,0.0
2000-01-31 05:36:00,0,0,1,10000000,0,1.0
2000-01-31 05:37:00,0,0,1,10000000,1,0.0
2000-01-31 06:26:00,0,0,1,10000000,2,1.0
2000-01-31 06:28:00,0,0,1,10000000,2,0.0
2000-01-31 15:45:00,0,0,1,63290,0,0.0
2000-02-01 03:38:00,0,0,2,10000000,2,0.0
2000-02-01 06:28:00,0,0,1,10000000,0,0.0
2000-02-01 06:46:00,0,0,2,2802,6,0.0
2000-02-01 07:28:00,0,0,11,10000000,3,0.4666666666666667
2000-02-01 08:00:00,0,0,1,10000000,1,1.0
2000-02-01 08:29:00,0,0,1,10000000,3,0.0
2000-02-01 08:32:00,0,0,1,10000000,1,1.0
2000-02-01 08:41:00,0,0,1,10000000,1,1.0
2000-02-01 08:45:00,0,0,1,10000000,1,0.0
2000-02-01 22:04:00,0,0,1,10000000,0,0.0
2000-02-02 05:46:00,0,0,3,2802,7,0.3333333333333333
2000-02-02 06:48:00,0,0,1,10000000,4,0.0
2000-02-02 08:02:00,0,0,1,10000000,4,1.0
2000-02-02 10:19:00,0,0,1,5068,2,1.0
2000-02-02 10:21:00,0,0,1,985795,2,1.0
2000-02-03 02:53:00,0,0,8,10000000,0,0.38461538461538464
2000-02-03 03:12:00,0,0,1,10000000,0,0.0
2000-02-03 03:15:00,0,0,1,2802,8,0.0
2000-02-03 03:18:00,0,0,1,2802,8,0.09090909090909091
2000-02-03 04:02:00,0,0,1,10000000,2,0.0
2000-02-03 06:22:00,0,0,1,10000000,0,1.0
2000-02-03 22:36:00,0,0,1,2802,7,0.0
2000-02-03 23:28:00,0,0,1,10000000,0,0.0
2000-02-04 01:51:00,0,0,8,10000000,0,0.0
2000-02-04 03:48:00,0,0,2,10000000,1,1.0
2000-02-04 08:29:00,0,0,1,20414,0,0.0
2000-02-04 10:12:00,0,0,1,5068,3,1.0
2000-02-04 10:12:00,0,0,1,985795,3,1.0
2000-02-04 10:13:00,0,0,1,985795,3,1.0
2000-02-07 06:10:00,0,0,1,10000000,0,0.0
2000-02-07 09:04:00,0,0,1,2802,5,0.0
2000-02-07 09:29:00,0,0,1,10000000,1,1.0
2000-02-08 03:23:00,0,0,9,2802,6,0.1111111111111111
2000-02-08 04:28:00,0,0,1,10000000,6,1.0
2000-02-08 07:45:00,0,0,1,10000000,0,0.0
2000-02-09 00:27:00,0,0,1,10000000,2,1.0
2000-02-09 01:05:00,0,0,1,10000000,2,1.0
2000-02-09 08:39:00,0,0,2,10558,0,0.0
2000-02-09 08:49:00,0,0,7,27994,3,0.875
2000-02-09 09:34:00,0,0,1,10000000,2,1.0
2000-02-09 10:38:00,0,0,1,10000000,7,1.0
2000-02-10 01:47:00,0,0,5,27994,1,0.0
2000-02-10 05:01:00,0,0,1,2802,7,0.0
2000-02-10 06:06:00,0,0,1,10000000,0,1.0
2000-02-10 09:20:00,0,0,1,10000000,8,0.0
2000-02-10 09:25:00,0,0,3,10000000,0,0.0
2000-02-11 04:54:00,0,0,2,10000000,9,0.5
2000-02-11 09:53:00,0,0,1,10000000,3,1.0
2000-02-11 23:19:00,0,0,1,10000000,0,0.0
2000-02-13 03:37:00,0,0,1,10000000,5,0.0
2000-02-14 03:13:00,0,0,1,10000000,0,1.0
2000-02-15 00:34:00,0,0,2,10000000,0,0.5
2000-02-15 00:41:00,0,0,1,10000000,0,0.0
2000-02-15 00:56:00,0,0,1,10000000,0,1.0
2000-02-15 03:06:00,0,0,2,18518,0,0.0
2000-02-15 05:00:00,0,0,1,10000000,0,0.0
2000-02-15 10:22:00,0,1,1,81370,0,0.0
2000-02-16 03:57:00,0,0,1,145,1,0.0
2000-02-16 23:55:00,0,0,1,10000000,0,0.0
2000-02-16 23:57:00,0,0,1,10000000,0,0.0
2000-02-16 23:57:00,0,1,1,10000000,1,1.0
2000-02-17 00:42:00,0,0,2,10000000,1,0.0
2000-02-17 00:46:00,0,0,1,10000000,1,1.0
2000-02-17 00:56:00,0,0,2,10000000,0,0.0
2000-02-17 03:05:00,0,0,1,10000000,0,1.0
2000-02-17 03:25:00,0,0,1,25436,0,0.0
2000-02-17 05:19:00,0,0,1,10000000,0,0.0
2000-02-17 06:43:00,0,0,1,2802,7,1.0
2000-02-17 06:52:00,0,0,1,25436,0,0.0
2000-02-17 07:32:00,0,0,1,18518,1,0.0
2000-02-18 00:58:00,0,0,1,10000000,2,0.0
2000-02-18 02:45:00,0,0,9,10000000,0,0.0
2000-02-18 06:27:00,0,0,1,10000000,0,0.0
2000-02-18 06:27:00,0,0,1,10000000,0,0.0
2000-02-18 07:30:00,0,0,1,10000000,0,0.0
2000-02-18 09:53:00,0,0,1,10000000,0,1.0
2000-02-21 03:02:00,0,0,2,10000000,1,0.0
2000-02-21 07:19:00,0,0,1,10000000,3,0.0
2000-02-21 07:26:00,0,0,1,10000000,0,0.0
2000-02-21 07:34:00,0,0,1,10000000,0,0.0
2000-02-21 07:47:00,0,0,1,832832,0,1.0
2000-02-22 02:28:00,0,0,1,10000000,0,1.0
2000-02-22 18:54:00,0,0,1,63798,0,0.0
2000-02-24 02:30:00,0,0,1,10000000,2,1.0
2000-02-24 06:57:00,0,0,2,10000000,0,0.0
2000-02-24 07:05:00,0,0,2,10000000,2,1.0
2000-02-24 09:07:00,0,0,1,10000000,1,1.0
2000-02-24 09:08:00,0,0,1,10000000,0,1.0
2000-02-24 09:10:00,0,0,1,10000000,1,1.0
2000-02-24 09:21:00,0,0,1,832832,1,1.0
2000-02-24 11:55:00,0,0,1,10000000,2,0.5
2000-02-25 05:02:00,0,0,1,10000000,0,0.0
2000-02-25 05:10:00,0,0,1,10000000,0,0.0
2000-02-25 05:10:00,0,0,1,10000000,0,0.0
2000-02-27 23:57:00,0,0,2,10000000,2,0.5
2000-02-28 00:02:00,0,0,1,10000000,0,1.0
2000-02-28 01:07:00,0,0,13,2802,7,0.0
2000-02-28 04:47:00,0,0,6,10000000,0,0.0
2000-02-28 05:39:00,0,0,1,10000000,1,0.0
2000-02-28 08:56:00,0,0,108,86952,0,0.0
2000-02-28 09:26:00,0,0,1,10000000,0,0.0
2000-02-28 23:32:00,0,0,3,10000000,0,0.0
2000-02-29 05:00:00,0,0,1,18543,0,0.0
2000-02-29 05:18:00,0,0,2,458126,0,0.0
2000-02-29 05:33:00,0,0,2,551567,0,0.0
2000-02-29 22:57:00,0,0,1,10000000,3,0.5
2000-03-01 00:48:00,0,0,1,10558,1,0.0
2000-03-01 00:56:00,0,0,1,10000000,4,0.0
2000-03-01 02:07:00,0,0,1,10000000,7,0.0
2000-03-01 02:33:00,0,0,1,10000000,4,0.0
2000-03-01 23:38:00,0,0,1,47811,0,1.0
2000-03-01 23:47:00,0,0,1,638195,0,0.0
2000-03-01 23:48:00,0,0,1,638195,0,1.0
2000-03-02 00:28:00,0,0,12,2802,8,0.0
2000-03-02 02:56:00,0,0,1,10000000,1,0.0
2000-03-02 09:33:00,0,0,1,10000000,0,0.0
2000-03-03 00:39:00,0,0,1,10000000,0,0.0
2000-03-03 00:50:00,0,0,1,10000000,1,0.0
2000-03-03 04:44:00,0,0,2,10000000,7,0.0
2000-03-03 05:07:00,0,0,2,10000000,7,0.0
2000-03-03 05:22:00,0,0,1,10000000,1,0.0
2000-03-03 08:24:00,0,0,8,10000000,0,0.875
2000-03-06 01:54:00,0,0,1,11808,0,1.0
2000-03-06 06:34:00,0,0,1,2802,6,0.0
2000-03-06 07:27:00,0,0,1,10000000,0,1.0
2000-03-06 07:58:00,0,0,1,10000000,0,0.0
2000-03-06 08:07:00,0,0,1,2802,6,1.0
2000-03-07 01:45:00,0,0,2,21652,1,1.0
2000-03-07 03:20:00,0,0,1,10000000,2,0.0
2000-03-07 11:04:00,0,0,1,10000000,1,0.0
2000-03-07 22:19:00,0,0,1,10318,0,0.0
2000-03-08 00:11:00,0,0,1,10000000,0,0.0
2000-03-08 04:00:00,0,0,2,10000000,0,0.0
2000-03-08 05:57:00,0,0,1,13959,0,0.0
2000-03-08 06:00:00,0,0,1,100451,0,0.0
2000-03-08 06:07:00,0,0,4,10000000,0,0.2
2000-03-08 07:45:00,0,0,1,2802,7,0.0
2000-03-09 03:09:00,0,0,1,10000000,2,1.0
2000-03-09 03:11:00,0,0,1,245937,2,1.0
2000-03-09 03:27:00,0,0,1,25436,1,0.5
2000-03-09 05:13:00,0,0,1,10000000,0,0.3333333333333333
2000-03-09 05:25:00,0,0,1,10000000,0,1.0
2000-03-09 09:51:00,0,0,1,10000000,3,1.0
2000-03-09 13:58:00,0,0,1,10000000,2,1.0
2000-03-09 14:12:00,0,0,1,47811,1,1.0
2000-03-13 00:37:00,0,0,1,10000000,1,0.5
2000-03-13 01:52:00,0,0,1,10000000,0,0.0
2000-03-13 01:53:00,0,0,2,10000000,0,0.0
2000-03-13 05:12:00,0,0,4,10000000,0,0.0
2000-03-14 08:28:00,0,0,1,10000000,0,0.0
2000-03-15 00:51:00,0,0,5,2910,0,0.0
2000-03-15 01:53:00,0,0,1,10000000,0,0.0
2000-03-15 10:24:00,0,1,5,607460,0,0.0
2000-03-16 01:16:00,0,0,1,30825,3,1.0
2000-03-16 01:44:00,0,0,1,396797,3,1.0
2000-03-16 04:43:00,0,0,3,10000000,0,0.0
2000-03-16 06:10:00,0,0,1,10000000,2,0.0
2000-03-16 09:37:00,0,0,1,2,3,1.0
2000-03-16 22:45:00,0,0,1,10000000,0,0.0
2000-03-17 08:57:00,0,0,1,10000000,0,1.0
2000-03-20 02:33:00,0,0,1,2802,4,0.0
2000-03-20 06:25:00,0,0,1,10000000,0,0.0
2000-03-21 07:18:00,0,0,1,22753,0,0.0
2000-03-21 09:02:00,0,0,1,18543,1,0.0
2000-03-21 09:05:00,0,0,1,10000000,1,1.0
2000-03-22 09:50:00,0,0,1,10000000,2,0.0
2000-03-23 02:52:00,0,0,1,2802,5,1.0
2000-03-23 06:06:00,0,0,11,752842,1,0.0
2000-03-23 07:27:00,0,0,5,734670,0,0.0
2000-03-23 07:37:00,0,0,7,10000000,0,0.0
2000-03-23 22:23:00,0,0,1,2802,8,0.0
2000-03-24 01:10:00,0,0,34,10000000,0,0.0
2000-03-24 09:41:00,0,0,1,10000000,3,1.0
2000-03-27 00:09:00,0,0,1,2,3,1.0
2000-03-27 00:13:00,0,0,1,10000000,0,0.0
2000-03-27 00:24:00,0,0,1,10000000,0,0.5
2000-03-27 00:37:00,0,0,1,21625,0,0.0
2000-03-27 00:40:00,0,0,1,10000000,2,0.0
2000-03-27 00:45:00,0,0,1,2,3,1.0
2000-03-27 00:46:00,0,0,1,10000000,3,1.0
2000-03-27 00:46:00,0,0,1,10000000,3,1.0
2000-03-27 00:46:00,0,0,1,1003,3,1.0
2000-03-27 00:47:00,0,0,1,10000000,0,0.0
2000-03-27 00:47:00,0,0,1,10000000,3,1.0
2000-03-27 00:50:00,0,0,2,130024,3,1.0
2000-03-27 00:51:00,0,0,2,10000000,0,1.0
2000-03-27 00:52:00,0,0,1,10000000,2,0.0
2000-03-27 04:01:00,0,0,1,2802,6,0.0
2000-03-27 08:36:00,0,0,1,10000000,0,0.0
2000-03-27 08:58:00,0,0,1,10000000,0,0.0
2000-03-27 09:00:00,0,0,1,772085,1,0.0
2000-03-27 09:52:00,0,0,1,10000000,1,0.0
2000-03-28 02:57:00,0,0,6,2802,7,0.0
2000-03-28 07:24:00,0,0,1,2802,7,0.0
2000-03-29 00:33:00,0,0,1,10000000,0,0.0
2000-03-29 01:21:00,0,0,1,21625,1,1.0
2000-03-29 03:21:00,0,0,1,21625,1,1.0
2000-03-29 03:34:00,0,0,1,10000000,4,0.0
2000-03-29 04:28:00,0,0,1,10000000,0,0.0
2000-03-29 04:31:00,0,0,1,10000000,0,0.0
2000-03-30 00:33:00,0,0,1,10000000,0,0.0
2000-03-30 01:26:00,0,0,1,21625,2,0.0
2000-03-30 01:55:00,0,0,1,10000000,0,0.0
2000-03-30 07:48:00,0,0,1,2802,7,0.0
2000-03-30 09:46:00,0,0,1,10000000,0,1.0
2000-03-30 23:45:00,0,0,2,2802,7,0.0
2000-03-31 02:53:00,0,0,1,2802,8,1.0
2000-03-31 04:00:00,0,0,1,10000000,0,0.0
2000-03-31 06:28:00,0,0,2,10000000,1,0.5
2000-03-31 07:21:00,0,0,1,2802,8,0.0
2000-03-31 07:34:00,0,0,2,2802,8,0.3333333333333333
2000-03-31 08:59:00,0,0,1,10000000,0,0.0
2000-03-31 09:27:00,0,0,1,10000000,1,1.0
2000-04-03 04:59:00,0,0,1,18543,1,0.0
2000-04-03 05:20:00,0,0,1,67214,0,0.0
2000-04-03 06:13:00,0,0,1,67214,0,0.0
2000-04-03 06:43:00,0,0,2,67214,0,0.0
2000-04-03 15:05:00,0,0,1,10000000,0,0.0
2000-04-04 02:47:00,0,0,1,10000000,2,1.0
2000-04-04 03:11:00,0,0,1,10000000,0,1.0
2000-04-04 05:45:00,0,0,1,10000000,1,0.5
2000-04-04 06:55:00,0,0,1,2802,8,0.0
2000-04-05 00:29:00,0,0,1,21882,0,1.0
2000-04-05 00:48:00,0,0,1,10000000,0,0.0
2000-04-05 04:09:00,0,0,1,10000000,0,0.0
2000-04-05 05:42:00,0,0,1,10000000,0,0.0
2000-04-05 08:09:00,0,0,1,10000000,0,0.0
2000-04-05 09:01:00,0,0,2,498972,0,0.0
2000-04-06 04:02:00,0,0,1,10000000,0,0.0
2000-04-06 08:07:00,0,0,1,214266,0,0.0
2000-04-07 10:11:00,0,0,1,627812,0,0.0
2000-04-10 04:42:00,0,0,1,985795,0,0.0
2000-04-10 10:15:00,0,0,1,161169,0,0.0
2000-04-10 10:28:00,0,0,1,498972,1,0.0
2000-04-10 10:41:00,0,0,1,96203,0,0.0
2000-04-10 10:44:00,0,0,1,10000000,0,0.0
2000-04-11 01:27:00,0,0,1,38,0,0.0
2000-04-11 04:57:00,0,0,2,10000000,0,0.0
2000-04-11 06:21:00,0,0,1,10000000,0,1.0
2000-04-11 06:29:00,0,0,1,10000000,0,0.0
2000-04-11 06:46:00,0,0,2,2802,7,0.0
2000-04-11 07:25:00,0,0,1,10000000,3,0.0
2000-04-11 07:53:00,0,0,1,161169,1,1.0
2000-04-11 10:27:00,0,0,1,38,0,0.0
2000-04-12 04:02:00,0,0,1,38,1,0.0
2000-04-12 05:35:00,0,0,1,21882,1,0.0
2000-04-12 07:24:00,0,0,1,806344,0,0.0
2000-04-12 07:50:00,0,0,104,10000000,1,0.0
2000-04-12 08:11:00,0,0,1,10000000,1,0.0
2000-04-12 10:17:00,0,0,1,21882,1,1.0
2000-04-13 04:35:00,0,0,1,409637,0,1.0
2000-04-13 10:57:00,0,0,1,10000000,1,1.0
2000-04-13 11:19:00,0,0,1,10000000,0,0.0
2000-04-14 01:38:00,0,0,1,953330,2,1.0
2000-04-14 01:48:00,0,0,2,130024,2,1.0
2000-04-14 08:21:00,0,0,1,415706,0,0.0
2000-04-14 08:34:00,0,0,1,10000000,0,0.0
2000-04-16 03:57:00,0,0,1,10000000,1,0.0
2000-04-17 04:06:00,0,0,1,10000000,0,0.0
2000-04-17 06:04:00,0,0,1,10000000,0,0.0
2000-04-17 06:40:00,0,0,1,10000000,1,0.0
2000-04-17 07:18:00,0,0,1,2802,8,0.0
2000-04-17 10:06:00,0,0,8,21625,3,0.0
2000-04-17 10:09:00,0,0,1,10000000,1,0.0
2000-04-18 03:21:00,0,0,1,218016,0,0.0
2000-04-18 05:42:00,0,0,2,21625,4,0.5
2000-04-18 06:08:00,0,0,1,18543,2,1.0
2000-04-18 06:49:00,0,0,5,68116,0,0.0
2000-04-18 07:33:00,0,0,1,10000000,0,0.0
2000-04-18 07:56:00,0,0,2,10000000,0,0.0
2000-04-19 07:03:00,0,0,1,10000000,0,0.0
2000-04-19 07:05:00,0,0,1,10000000,2,0.0
2000-04-19 07:47:00,0,0,5,10000000,0,0.0
2000-04-19 08:39:00,0,0,1,10000000,0,1.0
2000-04-20 01:25:00,0,0,2,13624,2,1.0
2000-04-20 01:28:00,0,0,1,953330,2,1.0
2000-04-20 02:08:00,0,0,1,10000000,0,0.0
2000-04-20 03:11:00,0,0,1,193,8,0.0
2000-04-20 03:49:00,0,0,1,10000000,0,0.0
2000-04-20 03:54:00,0,0,1,10000000,0,0.0
2000-04-20 04:45:00,0,0,1,10000000,0,1.0
2000-04-20 06:11:00,0,0,1,10000000,0,0.0
2000-04-20 06:40:00,0,0,1,10000000,0,0.0
2000-04-20 07:42:00,0,0,2,10000000,1,0.0
2000-04-20 09:18:00,0,0,1,10000000,1,1.0
2000-04-20 09:47:00,0,1,1,10000000,0,1.0
2000-04-20 10:27:00,0,0,1,953330,2,1.0
2000-04-21 01:49:00,0,0,1,638195,0,0.0
2000-04-21 03:03:00,0,0,1,2802,9,0.0
2000-04-21 04:37:00,0,0,1,10000000,0,0.0
2000-04-21 09:34:00,0,0,1,10000000,1,1.0
2000-04-21 10:36:00,0,0,1,21625,5,0.0
2000-04-21 10:45:00,0,0,1,21625,5,0.0
2000-04-24 01:21:00,0,0,2,2802,9,0.0
2000-04-24 01:36:00,0,0,1,10000000,2,1.0
2000-04-24 01:43:00,0,0,4,2802,9,0.25
2000-04-24 02:07:00,0,0,1,21625,6,0.0
2000-04-24 06:11:00,0,0,1,10000000,0,0.0
2000-04-24 06:14:00,0,0,1,10000000,0,1.0
2000-04-25 02:04:00,0,0,1,21625,7,1.0
2000-04-25 02:11:00,0,0,3,10000000,0,0.0
2000-04-25 02:18:00,0,0,1,2802,10,0.0
2000-04-25 02:54:00,0,0,1,10000000,0,0.0
2000-04-25 05:05:00,0,0,1,10000000,0,0.0
2000-04-25 07:17:00,0,0,1,10000000,1,0.0
2000-04-25 08:33:00,0,0,1,76598,0,0.0
2000-04-25 08:51:00,0,0,4,516263,0,0.0
2000-04-25 10:59:00,0,0,1,10000000,1,0.5
2000-04-25 12:19:00,0,0,1,76598,0,0.0
2000-04-25 13:00:00,0,0,1,76598,0,0.0
2000-04-26 01:30:00,0,0,7,2802,11,0.4444444444444444
2000-04-26 02:13:00,0,0,1,2,3,0.0
2000-04-26 02:13:00,0,0,1,2,3,1.0
2000-04-26 02:43:00,0,0,1,10000000,2,0.25
2000-04-26 04:46:00,0,0,1,10000000,0,0.5
2000-04-26 05:08:00,0,0,3,10000000,0,0.0
2000-04-26 05:08:00,0,0,1,10000000,0,0.0
2000-04-26 05:41:00,0,0,1,10000000,0,0.0
2000-04-26 05:47:00,0,0,1,10000000,1,1.0
2000-04-26 06:06:00,0,0,1,10000000,0,0.0
2000-04-26 08:46:00,0,0,1,10000000,1,1.0
2000-04-26 08:59:00,0,0,1,76598,1,0.0
2000-04-26 09:56:00,0,0,1,391999,0,0.0
2000-04-26 10:31:00,0,0,1,362389,0,0.0
2000-04-26 11:06:00,0,0,1,376711,0,0.0
2000-04-26 11:06:00,0,0,1,376711,0,0.0
2000-04-26 15:02:00,0,0,1,76598,1,0.0
2000-04-27 00:24:00,0,0,1,10000000,3,1.0
2000-04-27 00:24:00,0,0,1,13624,3,1.0
2000-04-27 00:24:00,0,0,1,10000000,3,1.0
2000-04-27 00:25:00,0,0,1,13624,3,1.0
2000-04-27 06:07:00,0,0,4,10000000,2,0.0
2000-04-27 06:37:00,0,0,1,10000000,0,1.0
2000-04-27 09:17:00,0,0,1,2802,11,1.0
2000-04-27 09:41:00,0,0,1,10000000,3,0.0
2000-04-27 10:29:00,0,0,2,149786,1,0.0
2000-04-27 11:59:00,0,0,4,840562,0,0.0
2000-04-28 01:24:00,0,0,1,10000000,0,1.0
2000-04-28 07:24:00,0,0,1,2802,11,0.0
2000-04-28 07:25:00,0,0,1,2802,11,1.0
2000-04-28 07:36:00,0,0,1,10000000,1,1.0
2000-04-28 07:37:00,0,0,1,10000000,0,1.0
2000-04-30 06:00:00,0,0,5,10000000,0,0.0
2000-05-01 03:36:00,0,0,1,10000000,0,0.0
2000-05-01 10:13:00,0,0,5,2802,10,0.2
2000-05-02 06:58:00,0,0,1,586386,0,0.0
2000-05-02 10:50:00,0,0,1,21882,2,1.0
2000-05-02 11:43:00,0,0,1,10000000,0,0.0
2000-05-03 02:32:00,0,0,1,627812,1,1.0
2000-05-03 03:19:00,0,0,1,627812,1,1.0
2000-05-03 10:07:00,0,0,1,10000000,4,0.0
2000-05-04 00:48:00,0,0,2,10000000,0,0.3333333333333333
2000-05-04 04:07:00,0,0,3,10000000,5,0.3333333333333333
2000-05-08 01:37:00,0,1,1,324236,5,1.0
2000-05-08 02:25:00,0,0,1,10000000,0,0.0
2000-05-08 02:34:00,0,0,1,10000000,0,1.0
2000-05-08 02:51:00,0,0,2,10000000,0,0.0
2000-05-08 07:08:00,0,0,1,284325,0,0.0
2000-05-09 02:38:00,0,0,1,10000000,0,1.0
2000-05-09 03:54:00,0,0,1,10000000,0,0.0
2000-05-09 03:57:00,0,0,1,10000000,0,0.0
2000-05-09 06:04:00,0,0,1,2802,10,0.0
2000-05-09 07:41:00,0,0,1,2802,10,0.0
2000-05-09 08:02:00,0,0,1,10000000,1,0.0
2000-05-09 09:40:00,0,0,1,10000000,0,0.0
2000-05-10 02:16:00,0,0,1,10000000,1,0.0
2000-05-10 02:19:00,0,0,1,10000000,1,1.0
2000-05-10 02:22:00,0,0,1,10000000,1,0.0
2000-05-10 04:57:00,0,0,1,10000000,3,0.0
2000-05-10 10:22:00,0,0,6,10000000,1,0.0
2000-05-10 11:44:00,0,0,1,2802,11,0.0
2000-05-11 01:55:00,0,0,1,23898,0,1.0
2000-05-11 02:01:00,0,0,1,10000000,0,0.0
2000-05-11 03:39:00,0,0,1,218016,1,0.0
2000-05-11 10:23:00,0,0,1,10000000,4,1.0
2000-05-12 01:13:00,0,0,1,832832,0,1.0
2000-05-12 06:59:00,0,0,1,758953,0,0.0
2000-05-12 07:01:00,0,0,1,10000000,1,0.0
2000-05-12 07:23:00,0,0,1,10000000,1,0.0
2000-05-12 10:38:00,0,0,1,10000000,0,0.0
2000-05-15 10:51:00,0,0,2,10000000,0,0.0
2000-05-16 05:35:00,0,0,1,869116,0,1.0
2000-05-17 01:31:00,0,0,1,10000000,0,0.0
2000-05-17 04:13:00,0,0,1,10000000,0,0.0
2000-05-17 06:50:00,0,0,1,10000000,0,0.0
2000-05-17 09:32:00,0,0,1,10000000,0,0.0
2000-05-17 14:56:00,0,0,1,2802,11,0.0
2000-05-18 04:33:00,0,0,5,714193,0,0.0
2000-05-18 04:40:00,0,0,1,10000000,1,0.0
2000-05-18 07:27:00,0,0,1,2802,11,1.0
2000-05-18 10:16:00,0,0,1,10000000,1,0.0
2000-05-19 01:41:00,0,0,1,10000000,0,0.0
2000-05-19 03:45:00,0,0,1,10000000,2,0.0
2000-05-19 04:20:00,0,0,1,10000000,2,0.0
2000-05-19 04:42:00,0,0,4,10000000,0,0.125
